n,left_offset,right_offset
4294911279,22,37
4294911280,27,39
4294911281,72,47
4294911282,43,77
4294911283,28,51
4294911284,3,47
4294911285,64,13
4294911286,1,29
4294911287,30,25
4294911288,25,41
4294911289,6,3
4294911290,49,23
4294911291,10,41
4294911292,19,3
4294911293,64,35
4294911294,103,7
4294911295,4,21
4294911296,27,109
4294911297,2,73
4294911298,19,41
4294911299,10,19
4294911300,239,13
4294911301,42,21
4294911302,97,25
4294911303,8,107
4294911304,13,3
4294911305,16,17
4294911306,11,19
4294911307,60,143
4294911308,67,67
4294911309,32,7
4294911310,9,23
4294911311,96,191
4294911312,19,43
4294911313,24,5
4294911314,7,29
4294911315,28,7
4294911316,25,15
4294911317,10,53
4294911318,47,7
4294911319,88,11
4294911320,19,53
4294911321,10,7
4294911322,25,51
4294911323,58,17
4294911324,23,31
4294911325,34,17
4294911326,81,95
4294911327,74,37
4294911328,9,177
4294911329,18,79
4294911330,17,7
4294911331,130,47
4294911332,7,1
4294911333,44,5
4294911334,15,93
4294911335,4,119
4294911336,7,5
4294911337,42,15
4294911338,49,11
4294911339,20,17
4294911340,3,53
4294911341,10,1
4294911342,19,53
4294911343,30,21
4294911344,25,19
4294911345,16,41
4294911346,1,27
4294911347,28,43
4294911348,43,37
4294911349,130,41
4294911350,7,23
4294911351,22,29
4294911352,135,23
4294911353,30,25
4294911354,73,17
4294911355,12,33
4294911356,25,41
4294911357,50,47
4294911358,85,27
4294911359,28,7
4294911360,11,17
4294911361,42,11
4294911362,3,53
4294911363,110,25
4294911364,21,77
4294911365,18,83
4294911366,97,5
4294911367,18,171
4294911368,9,79
4294911369,106,13
4294911370,3,3
4294911371,70,95
4294911372,73,1
4294911373,48,27
4294911374,61,59
4294911375,26,61
4294911376,103,75
4294911377,42,23
4294911378,53,31
4294911379,46,47
4294911380,9,17
4294911381,8,1
4294911382,19,93
4294911383,4,19
4294911384,1,41
4294911385,54,87
4294911386,3,7
4294911387,22,11
4294911388,19,71
4294911389,30,37
4294911390,19,31
4294911391,28,59
4294911392,39,31
4294911393,4,31
4294911394,1,3
4294911395,28,79
4294911396,11,61
4294911397,78,17
4294911398,93,101
4294911399,98,41
4294911400,7,101
4294911401,6,179
4294911402,23,1
4294911403,54,9
4294911404,45,13
4294911405,38,7
4294911406,27,17
4294911407,18,11
4294911408,37,31
4294911409,76,177
4294911410,19,149
4294911411,50,47
4294911412,15,83
4294911413,58,55
4294911414,43,31
4294911415,6,161
4294911416,27,91
4294911417,28,67
4294911418,33,5
4294911419,100,11
4294911420,19,59
4294911421,16,27
4294911422,55,91
4294911423,14,41
4294911424,1,23
4294911425,214,23
4294911426,95,1
4294911427,40,33
4294911428,3,5
4294911429,58,7
4294911430,63,27
4294911431,58,25
4294911432,65,1
4294911433,52,219
4294911434,21,23
4294911435,92,7
4294911436,13,9
4294911437,40,35
4294911438,7,1
4294911439,36,11
4294911440,31,41
4294911441,2,95
4294911442,25,101
4294911443,58,5
4294911444,23,29
4294911445,4,81
4294911446,45,11
4294911447,28,1
4294911448,19,5
4294911449,66,11
4294911450,7,49
4294911451,60,9
4294911452,37,61
4294911453,50,41
4294911454,93,21
4294911455,46,109
4294911456,17,131
4294911457,52,93
4294911458,13,29
4294911459,10,19
4294911460,9,81
4294911461,58,41
4294911462,7,67
4294911463,10,105
4294911464,27,131
4294911465,116,23
4294911466,3,9
4294911467,40,37
4294911468,233,11
4294911469,42,53
4294911470,39,7
4294911471,2,11
4294911472,39,53
4294911473,58,137
4294911474,25,37
4294911475,16,3
4294911476,105,35
4294911477,20,61
4294911478,93,185
4294911479,16,17
4294911480,119,11
4294911481,16,59
4294911482,15,7
4294911483,32,11
4294911484,43,33
4294911485,78,19
4294911486,11,25
4294911487,24,15
4294911488,33,41
4294911489,16,223
4294911490,9,27
4294911491,108,41
4294911492,43,61
4294911493,54,17
4294911494,133,11
4294911495,128,83
4294911496,21,27
4294911497,30,31
4294911498,77,29
4294911499,60,3
4294911500,1,7
4294911501,148,55
4294911502,97,113
4294911503,108,7
4294911504,1,77
4294911505,22,237
4294911506,45,25
4294911507,70,13
4294911508,9,81
4294911509,82,137
4294911510,23,59
4294911511,58,41
4294911512,55,1
4294911513,34,11
4294911514,15,29
4294911515,4,19
4294911516,61,31
4294911517,40,87
4294911518,15,137
4294911519,86,169
4294911520,1,33
4294911521,82,101
4294911522,17,1
4294911523,48,51
4294911524,25,97
4294911525,22,139
4294911526,51,75
4294911527,48,17
4294911528,5,25
4294911529,42,57
4294911530,237,29
4294911531,8,67
4294911532,19,5
4294911533,10,115
4294911534,1,47
4294911535,36,179
4294911536,15,41
4294911537,82,65
4294911538,87,9
4294911539,16,17
4294911540,29,13
4294911541,76,21
4294911542,43,37
4294911543,2,1
4294911544,43,17
4294911545,42,13
4294911546,55,17
4294911547,34,15
4294911548,63,17
4294911549,20,13
4294911550,1,137
4294911551,12,5
4294911552,29,25
4294911553,60,101
4294911554,3,49
4294911555,56,83
4294911556,15,11
4294911557,52,187
4294911558,17,5
4294911559,58,21
4294911560,9,77
4294911561,116,1
4294911562,63,5
4294911563,54,1
4294911564,17,37
4294911565,118,81
4294911566,7,31
4294911567,2,25
4294911568,79,21
4294911569,36,83
4294911570,11,73
4294911571,82,15
4294911572,157,55
4294911573,2,29
4294911574,81,51
4294911575,58,1
4294911576,13,31
4294911577,78,3
4294911578,7,47
4294911579,122,31
4294911580,1,51
4294911581,30,179
4294911582,29,17
4294911583,84,87
4294911584,85,1
4294911585,26,11
4294911586,33,5
4294911587,4,13
4294911588,65,31
4294911589,6,171
4294911590,151,13
4294911591,20,59
4294911592,37,5
4294911593,124,17
4294911594,53,133
4294911595,34,81
4294911596,31,29
4294911597,14,13
4294911598,27,29
4294911599,16,37
4294911600,19,89
4294911601,66,41
4294911602,19,107
4294911603,4,91
4294911604,21,17
4294911605,114,67
4294911606,1,19
4294911607,4,3
4294911608,33,121
4294911609,8,103
4294911610,3,41
4294911611,46,25
4294911612,13,91
4294911613,52,99
4294911614,1,19
4294911615,148,17
4294911616,13,17
4294911617,52,25
4294911618,7,47
4294911619,30,39
4294911620,1,29
4294911621,116,37
4294911622,39,27
4294911623,12,47
4294911624,31,77
4294911625,64,47
4294911626,61,31
4294911627,22,17
4294911628,15,15
4294911629,12,13
4294911630,67,89
4294911631,6,5
4294911632,3,35
4294911633,20,205
4294911634,31,99
4294911635,18,17
4294911636,7,139
4294911637,22,11
4294911638,97,1
4294911639,32,17
4294911640,21,63
4294911641,36,17
4294911642,19,5
4294911643,28,29
4294911644,133,23
4294911645,16,7
4294911646,73,41
4294911647,34,41
4294911648,7,61
4294911649,40,41
4294911650,19,29
4294911651,40,67
4294911652,63,11
4294911653,18,5
4294911654,113,79
4294911655,4,33
4294911656,27,31
4294911657,14,41
4294911658,15,39
4294911659,6,19
4294911660,7,47
4294911661,40,95
4294911662,33,121
4294911663,58,149
4294911664,25,27
4294911665,28,67
4294911666,67,47
4294911667,22,11
4294911668,7,1
4294911669,56,19
4294911670,157,41
4294911671,10,71
4294911672,37,53
4294911673,4,29
4294911674,3,139
4294911675,62,53
4294911676,3,81
4294911677,4,17
4294911678,43,1
4294911679,22,59
4294911680,37,11
4294911681,38,7
4294911682,7,45
4294911683,18,55
4294911684,17,29
4294911685,4,17
4294911686,165,37
4294911687,4,7
4294911688,13,21
4294911689,42,191
4294911690,19,89
4294911691,18,11
4294911692,75,1
4294911693,88,7
4294911694,55,287
4294911695,4,7
4294911696,5,1
4294911697,60,5
4294911698,27,17
4294911699,82,1
4294911700,49,23
4294911701,6,11
4294911702,55,5
4294911703,28,9
4294911704,3,109
4294911705,38,173
4294911706,7,29
4294911707,60,23
4294911708,35,19
4294911709,10,191
4294911710,97,13
4294911711,8,19
4294911712,45,237
4294911713,10,29
4294911714,1,11
4294911715,16,33
4294911716,3,77
4294911717,142,37
4294911718,39,59
4294911719,160,29
4294911720,29,13
4294911721,22,11
4294911722,55,43
4294911723,80,25
4294911724,63,51
4294911725,16,79
4294911726,71,19
4294911727,30,27
4294911728,19,7
4294911729,20,101
4294911730,39,21
4294911731,112,7
4294911732,79,5
4294911733,12,9
4294911734,85,91
4294911735,26,77
4294911736,51,39
4294911737,24,37
4294911738,7,7
4294911739,10,83
4294911740,81,47
4294911741,16,41
4294911742,7,47
4294911743,28,1
4294911744,11,17
4294911745,28,3
4294911746,25,179
4294911747,110,83
4294911748,33,149
4294911749,76,119
4294911750,23,31
4294911751,16,59
4294911752,13,113
4294911753,32,37
4294911754,67,3
4294911755,52,29
4294911756,5,59
4294911757,144,27
4294911758,147,101
4294911759,112,1
4294911760,51,117
4294911761,6,139
4294911762,119,55
4294911763,84,45
4294911764,1,19
4294911765,86,67
4294911766,13,57
4294911767,12,61
4294911768,5,95
4294911769,46,83
4294911770,7,61
4294911771,112,5
4294911772,37,11
4294911773,198,95
4294911774,103,23
4294911775,4,47
4294911776,7,49
4294911777,2,83
4294911778,87,39
4294911779,30,17
4294911780,11,13
4294911781,22,17
4294911782,19,1
4294911783,8,37
4294911784,105,33
4294911785,6,47
4294911786,31,91
4294911787,72,41
4294911788,43,19
4294911789,62,1
4294911790,1,3
4294911791,22,55
4294911792,17,125
4294911793,24,9
4294911794,33,79
4294911795,28,11
4294911796,37,47
4294911797,24,1
4294911798,25,55
4294911799,70,11
4294911800,3,31
4294911801,130,41
4294911802,45,5
4294911803,48,41
4294911804,43,161
4294911805,4,39
4294911806,97,35
4294911807,8,73
4294911808,145,29
4294911809,12,17
4294911810,41,29
4294911811,126,59
4294911812,33,25
4294911813,28,17
4294911814,133,171
4294911815,36,11
4294911816,61,25
4294911817,24,3
4294911818,103,35
4294911819,20,19
4294911820,13,21
4294911821,10,31
4294911822,37,17
4294911823,10,45
4294911824,55,67
4294911825,2,199
4294911826,85,5
4294911827,28,7
4294911828,49,5
4294911829,30,111
4294911830,3,13
4294911831,128,1
4294911832,25,51
4294911833,54,5
4294911834,41,31
4294911835,28,33
4294911836,147,59
4294911837,32,37
4294911838,27,9
4294911839,10,37
4294911840,37,97
4294911841,16,105
4294911842,79,17
4294911843,4,25
4294911844,45,27
4294911845,16,29
4294911846,31,29
4294911847,28,41
4294911848,25,91
4294911849,28,37
4294911850,37,41
4294911851,72,19
4294911852,13,25
4294911853,78,15
4294911854,63,119
4294911855,4,17
4294911856,27,47
4294911857,64,77
4294911858,113,31
4294911859,40,9
4294911860,19,97
4294911861,32,41
4294911862,79,3
4294911863,42,59
4294911864,1,211
4294911865,46,3
4294911866,31,31
4294911867,82,37
4294911868,7,21
4294911869,10,17
4294911870,11,19
4294911871,6,51
4294911872,79,67
4294911873,128,5
4294911874,91,69
4294911875,6,59
4294911876,121,59
4294911877,4,3
4294911878,9,11
4294911879,50,13
4294911880,1,17
4294911881,42,119
4294911882,29,47
4294911883,94,77
4294911884,7,31
4294911885,14,23
4294911886,25,81
4294911887,12,1
4294911888,23,17
4294911889,82,9
4294911890,39,31
4294911891,100,31
4294911892,19,95
4294911893,190,19
4294911894,5,157
4294911895,24,29
4294911896,27,41
4294911897,2,43
4294911898,63,119
4294911899,12,1
4294911900,73,31
4294911901,12,75
4294911902,9,65
4294911903,2,167
4294911904,3,11
4294911905,4,17
4294911906,11,1
4294911907,18,3
4294911908,139,47
4294911909,28,97
4294911910,7,41
4294911911,16,55
4294911912,43,7
4294911913,28,15
4294911914,45,31
4294911915,44,31
4294911916,85,59
4294911917,58,5
4294911918,107,35
4294911919,198,17
4294911920,27,29
4294911921,16,17
4294911922,13,95
4294911923,10,7
4294911924,65,17
4294911925,36,39
4294911926,97,91
4294911927,82,71
4294911928,207,27
4294911929,18,23
4294911930,19,37
4294911931,306,9
4294911932,43,73
4294911933,22,41
4294911934,37,39
4294911935,78,71
4294911936,31,11
4294911937,58,81
4294911938,25,5
4294911939,8,41
4294911940,37,63
4294911941,12,205
4294911942,103,23
4294911943,54,39
4294911944,57,41
4294911945,14,7
4294911946,21,47
4294911947,42,53
4294911948,83,91
4294911949,52,17
4294911950,31,37
4294911951,10,107
4294911952,7,3
4294911953,58,1
4294911954,37,23
4294911955,12,23
4294911956,3,79
4294911957,58,5
4294911958,15,9
4294911959,96,41
4294911960,37,1
4294911961,36,41
4294911962,27,13
4294911963,4,109
4294911964,25,41
4294911965,4,41
4294911966,13,5
4294911967,4,17
4294911968,27,5
4294911969,16,67
4294911970,1,3
4294911971,48,1
4294911972,5,1
4294911973,34,9
4294911974,15,17
4294911975,74,11
4294911976,37,41
4294911977,82,31
4294911978,17,11
4294911979,10,3
4294911980,33,61
4294911981,50,29
4294911982,3,3
4294911983,12,25
4294911984,7,107
4294911985,88,23
4294911986,1,25
4294911987,4,11
4294911988,3,15
4294911989,18,41
4294911990,61,1
4294911991,10,321
4294911992,153,41
4294911993,32,95
4294911994,27,47
4294911995,58,13
4294911996,37,17
4294911997,22,17
4294911998,3,1
4294911999,16,1
4294912000,21,51
4294912001,12,107
4294912002,59,11
4294912003,22,17
4294912004,1,1
4294912005,4,23
4294912006,3,5
4294912007,22,43
4294912008,103,19
4294912009,118,101
4294912010,3,47
4294912011,28,139
4294912012,43,27
4294912013,34,17
4294912014,191,7
4294912015,16,47
4294912016,13,17
4294912017,4,5
4294912018,27,21
4294912019,22,1
4294912020,41,37
4294912021,66,209
4294912022,7,41
4294912023,32,25
4294912024,3,51
4294912025,48,7
4294912026,175,17
4294912027,24,65
4294912028,39,41
4294912029,68,7
4294912030,67,29
4294912031,186,19
4294912032,43,77
4294912033,138,5
4294912034,25,47
4294912035,46,71
4294912036,27,89
4294912037,34,7
4294912038,35,7
4294912039,58,23
4294912040,7,11
4294912041,8,1
4294912042,33,101
4294912043,18,31
4294912044,227,13
4294912045,24,137
4294912046,43,221
4294912047,40,31
4294912048,39,41
4294912049,60,79
4294912050,97,41
4294912051,58,15
4294912052,25,65
4294912053,100,25
4294912054,3,3
4294912055,12,31
4294912056,5,41
4294912057,12,41
4294912058,3,35
4294912059,22,41
4294912060,1,39
4294912061,36,61
4294912062,59,43
4294912063,30,57
4294912064,7,59
4294912065,2,1
4294912066,15,117
4294912067,4,7
4294912068,35,47
4294912069,10,3
4294912070,1,11
4294912071,8,35
4294912072,7,125
4294912073,192,11
4294912074,1,79
4294912075,232,17
4294912076,27,61
4294912077,70,35
4294912078,13,107
4294912079,16,19
4294912080,37,79
4294912081,16,15
4294912082,7,37
4294912083,32,127
4294912084,25,63
4294912085,16,19
4294912086,55,101
4294912087,64,33
4294912088,49,1
4294912089,16,47
4294912090,57,47
4294912091,12,41
4294912092,37,7
4294912093,28,75
4294912094,7,31
4294912095,56,199
4294912096,1,167
4294912097,12,5
4294912098,163,55
4294912099,6,11
4294912100,7,29
4294912101,8,5
4294912102,33,21
4294912103,4,17
4294912104,95,61
4294912105,28,71
4294912106,27,5
4294912107,10,101
4294912108,27,17
4294912109,76,1
4294912110,17,143
4294912111,46,29
4294912112,19,37
4294912113,58,7
4294912114,105,3
4294912115,4,61
4294912116,23,29
4294912117,64,3
4294912118,33,125
4294912119,38,17
4294912120,7,3
4294912121,10,7
4294912122,17,95
4294912123,4,51
4294912124,61,11
4294912125,16,11
4294912126,73,51
4294912127,18,53
4294912128,29,29
4294912129,30,21
4294912130,1,31
4294912131,26,19
4294912132,9,65
4294912133,12,1
4294912134,11,19
4294912135,126,11
4294912136,91,35
4294912137,14,43
4294912138,177,5
4294912139,12,113
4294912140,127,41
4294912141,22,5
4294912142,85,91
4294912143,80,35
4294912144,55,17
4294912145,24,31
4294912146,41,47
4294912147,12,15
4294912148,13,37
4294912149,58,17
4294912150,133,3
4294912151,28,121
4294912152,89,1
4294912153,30,29
4294912154,7,1
4294912155,2,107
4294912156,45,27
4294912157,94,91
4294912158,5,7
4294912159,22,3
4294912160,19,37
4294912161,26,1
4294912162,43,3
4294912163,22,55
4294912164,13,31
4294912165,72,39
4294912166,135,115
4294912167,128,67
4294912168,49,77
4294912169,36,109
4294912170,7,31
4294912171,16,9
4294912172,25,1
4294912173,28,59
4294912174,165,51
4294912175,18,7
4294912176,5,19
4294912177,34,11
4294912178,3,7
4294912179,232,7
4294912180,37,27
4294912181,18,25
4294912182,5,31
4294912183,22,5
4294912184,31,7
4294912185,16,91
4294912186,147,15
4294912187,4,17
4294912188,367,89
4294912189,12,3
4294912190,9,37
4294912191,46,85
4294912192,7,5
4294912193,12,17
4294912194,23,23
4294912195,52,9
4294912196,3,31
4294912197,44,53
4294912198,25,95
4294912199,48,73
4294912200,1,71
4294912201,60,125
4294912202,285,5
4294912203,172,37
4294912204,7,83
4294912205,72,1
4294912206,17,11
4294912207,102,35
4294912208,15,115
4294912209,22,61
4294912210,7,3
4294912211,42,55
4294912212,95,73
4294912213,4,47
4294912214,103,49
4294912215,16,19
4294912216,31,11
4294912217,112,205
4294912218,5,17
4294912219,30,87
4294912220,1,19
4294912221,62,49
4294912222,25,15
4294912223,64,89
4294912224,85,1
4294912225,12,3
4294912226,21,5
4294912227,8,25
4294912228,55,11
4294912229,10,1
4294912230,37,121
4294912231,58,41
4294912232,103,7
4294912233,34,7
4294912234,31,3
4294912235,22,41
4294912236,17,17
4294912237,4,23
4294912238,7,11
4294912239,116,17
4294912240,7,89
4294912241,18,19
4294912242,65,23
4294912243,28,47
4294912244,1,47
4294912245,8,11
4294912246,57,35
4294912247,102,31
4294912248,35,7
4294912249,6,11
4294912250,43,109
4294912251,40,41
4294912252,33,23
4294912253,12,139
4294912254,13,127
4294912255,46,3
4294912256,1,175
4294912257,28,11
4294912258,67,5
4294912259,96,71
4294912260,47,49
4294912261,10,17
4294912262,15,37
4294912263,4,25
4294912264,87,33
4294912265,34,37
4294912266,25,1
4294912267,30,11
4294912268,9,19
4294912269,20,13
4294912270,13,9
4294912271,30,47
4294912272,23,41
4294912273,52,9
4294912274,37,59
4294912275,92,1
4294912276,15,41
4294912277,4,31
4294912278,7,89
4294912279,186,33
4294912280,91,7
4294912281,86,79
4294912282,73,57
4294912283,10,191
4294912284,61,7
4294912285,54,27
4294912286,1,109
4294912287,10,37
4294912288,7,39
4294912289,6,13
4294912290,49,13
4294912291,12,17
4294912292,19,13
4294912293,4,89
4294912294,21,17
4294912295,6,67
4294912296,73,19
4294912297,22,81
4294912298,69,25
4294912299,8,127
4294912300,33,3
4294912301,58,1
4294912302,119,5
4294912303,10,15
4294912304,195,47
4294912305,4,13
4294912306,1,11
4294912307,22,25
4294912308,29,7
4294912309,6,81
4294912310,9,7
4294912311,16,25
4294912312,15,135
4294912313,42,17
4294912314,73,47
4294912315,96,81
4294912316,15,151
4294912317,10,7
4294912318,57,27
4294912319,58,71
4294912320,23,47
4294912321,58,51
4294912322,39,25
4294912323,2,35
4294912324,1,81
4294912325,16,79
4294912326,85,37
4294912327,24,3
4294912328,25,1
4294912329,46,1
4294912330,49,17
4294912331,48,17
4294912332,139,17
4294912333,18,45
4294912334,3,19
4294912335,22,1
4294912336,1,21
4294912337,102,13
4294912338,65,29
4294912339,100,41
4294912340,1,73
4294912341,10,1
4294912342,9,87
4294912343,30,85
4294912344,71,23
4294912345,94,17
4294912346,37,91
4294912347,128,17
4294912348,3,227
4294912349,88,17
4294912350,49,1
4294912351,36,125
4294912352,27,7
4294912353,70,25
4294912354,15,23
4294912355,58,37
4294912356,1,107
4294912357,4,15
4294912358,25,41
4294912359,2,77
4294912360,1,21
4294912361,186,11
4294912362,25,37
4294912363,40,5
4294912364,141,31
4294912365,14,23
4294912366,45,11
4294912367,52,115
4294912368,47,67
4294912369,10,131
4294912370,3,61
4294912371,22,31
4294912372,7,45
4294912373,90,7
4294912374,125,17
4294912375,6,21
4294912376,33,61
4294912377,44,23
4294912378,123,35
4294912379,16,37
4294912380,23,41
4294912381,6,45
4294912382,27,25
4294912383,28,1
4294912384,25,89
4294912385,126,49
4294912386,121,107
4294912387,144,161
4294912388,7,67
4294912389,32,7
4294912390,31,9
4294912391,16,25
4294912392,79,17
4294912393,114,125
4294912394,37,7
4294912395,14,31
4294912396,25,27
4294912397,70,67
4294912398,25,1
4294912399,72,29
4294912400,67,11
4294912401,100,67
4294912402,43,21
4294912403,30,107
4294912404,1,61
4294912405,58,33
4294912406,43,85
4294912407,32,11
4294912408,9,89
4294912409,16,17
4294912410,29,37
4294912411,88,47
4294912412,27,61
4294912413,2,29
4294912414,135,189
4294912415,42,1
4294912416,97,25
4294912417,34,3
4294912418,43,11
4294912419,50,11
4294912420,31,27
4294912421,12,47
4294912422,17,77
4294912423,48,137
4294912424,51,13
4294912425,58,23
4294912426,75,179
4294912427,124,35
4294912428,13,25
4294912429,10,257
4294912430,7,17
4294912431,20,1
4294912432,33,17
4294912433,4,61
4294912434,25,37
4294912435,28,3
4294912436,63,211
4294912437,88,217
4294912438,97,35
4294912439,82,17
4294912440,11,23
4294912441,70,45
4294912442,25,55
4294912443,14,85
4294912444,15,3
4294912445,16,1
4294912446,23,47
4294912447,4,47
4294912448,3,29
4294912449,16,61
4294912450,79,29
4294912451,226,67
4294912452,83,11
4294912453,100,11
4294912454,3,1
4294912455,4,1
4294912456,55,17
4294912457,24,13
4294912458,13,277
4294912459,60,129
4294912460,99,23
4294912461,10,5
4294912462,33,81
4294912463,18,11
4294912464,25,31
4294912465,6,17
4294912466,37,1
4294912467,14,17
4294912468,157,45
4294912469,12,107
4294912470,37,101
4294912471,130,5
4294912472,9,37
4294912473,104,125
4294912474,15,137
4294912475,16,11
4294912476,31,31
4294912477,78,21
4294912478,39,19
4294912479,8,17
4294912480,1,23
4294912481,30,11
4294912482,53,5
4294912483,22,29
4294912484,15,73
4294912485,4,7
4294912486,25,129
4294912487,18,23
4294912488,79,19
4294912489,40,9
4294912490,7,133
4294912491,2,11
4294912492,57,47
4294912493,4,7
4294912494,1,53
4294912495,334,9
4294912496,43,109
4294912497,4,17
4294912498,99,9
4294912499,48,7
4294912500,83,41
4294912501,28,87
4294912502,39,41
4294912503,4,41
4294912504,15,9
4294912505,42,7
4294912506,23,5
4294912507,4,105
4294912508,9,17
4294912509,70,103
4294912510,43,149
4294912511,52,7
4294912512,13,7
4294912513,34,81
4294912514,81,19
4294912515,268,1
4294912516,31,5
4294912517,34,55
4294912518,145,7
4294912519,18,9
4294912520,1,47
4294912521,2,25
4294912522,7,27
4294912523,54,25
4294912524,5,43
4294912525,102,17
4294912526,7,79
4294912527,38,17
4294912528,9,51
4294912529,88,1
4294912530,67,37
4294912531,48,15
4294912532,45,41
4294912533,34,35
4294912534,45,113
4294912535,24,41
4294912536,37,1
4294912537,52,3
4294912538,13,19
4294912539,86,11
4294912540,37,33
4294912541,126,77
4294912542,25,47
4294912543,112,15
4294912544,7,59
4294912545,118,19
4294912546,1,41
4294912547,48,163
4294912548,25,35
4294912549,10,3
4294912550,13,17
4294912551,10,25
4294912552,69,95
4294912553,84,11
4294912554,1,11
4294912555,42,21
4294912556,7,41
4294912557,74,37
4294912558,15,47
4294912559,58,29
4294912560,31,113
4294912561,28,5
4294912562,55,17
4294912563,44,19
4294912564,1,23
4294912565,16,11
4294912566,1,5
4294912567,18,27
4294912568,117,25
4294912569,136,61
4294912570,7,47
4294912571,40,139
4294912572,23,1
4294912573,234,17
4294912574,21,73
4294912575,16,19
4294912576,27,5
4294912577,4,23
4294912578,19,17
4294912579,46,39
4294912580,81,29
4294912581,8,7
4294912582,69,5
4294912583,114,125
4294912584,11,91
4294912585,54,77
4294912586,21,169
4294912587,2,25
4294912588,73,41
4294912589,138,31
4294912590,1,71
4294912591,10,219
4294912592,207,37
4294912593,58,1
4294912594,37,33
4294912595,24,7
4294912596,7,25
4294912597,18,101
4294912598,45,209
4294912599,50,13
4294912600,9,3
4294912601,58,5
4294912602,65,13
4294912603,12,159
4294912604,21,29
4294912605,58,7
4294912606,25,21
4294912607,82,53
4294912608,85,25
4294912609,16,21
4294912610,79,41
4294912611,32,1
4294912612,55,65
4294912613,4,7
4294912614,17,17
4294912615,54,129
4294912616,33,1
4294912617,68,31
4294912618,13,47
4294912619,132,31
4294912620,19,29
4294912621,36,5
4294912622,45,115
4294912623,2,1
4294912624,81,9
4294912625,22,7
4294912626,77,7
4294912627,12,11
4294912628,33,25
4294912629,26,47
4294912630,9,41
4294912631,46,59
4294912632,25,25
4294912633,18,117
4294912634,7,23
4294912635,38,11
4294912636,3,41
4294912637,10,1
4294912638,35,65
4294912639,22,33
4294912640,67,77
4294912641,40,1
4294912642,49,65
4294912643,22,1
4294912644,25,119
4294912645,84,129
4294912646,27,31
4294912647,10,7
4294912648,49,99
4294912649,46,13
4294912650,101,107
4294912651,136,51
4294912652,27,41
4294912653,74,19
4294912654,27,21
4294912655,12,1
4294912656,85,37
4294912657,60,47
4294912658,49,29
4294912659,70,41
4294912660,3,27
4294912661,66,25
4294912662,97,77
4294912663,84,45
4294912664,1,37
4294912665,16,17
4294912666,93,21
4294912667,78,83
4294912668,13,95
4294912669,12,53
4294912670,21,83
4294912671,50,191
4294912672,33,51
4294912673,42,149
4294912674,83,1
4294912675,22,101
4294912676,1,65
4294912677,32,25
4294912678,15,39
4294912679,78,97
4294912680,163,13
4294912681,30,11
4294912682,37,31
4294912683,2,37
4294912684,3,27
4294912685,64,29
4294912686,71,17
4294912687,88,87
4294912688,9,1
4294912689,56,37
4294912690,193,101
4294912691,12,31
4294912692,29,1
4294912693,4,77
4294912694,15,7
4294912695,2,13
4294912696,21,35
4294912697,64,71
4294912698,17,41
4294912699,180,9
4294912700,1,11
4294912701,32,65
4294912702,43,15
4294912703,220,41
4294912704,77,41
4294912705,112,53
4294912706,43,11
4294912707,82,23
4294912708,135,41
4294912709,46,19
4294912710,41,89
4294912711,46,35
4294912712,49,41
4294912713,32,11
4294912714,7,3
4294912715,78,11
4294912716,83,175
4294912717,22,33
4294912718,39,41
4294912719,2,59
4294912720,33,89
4294912721,28,17
4294912722,119,7
4294912723,28,35
4294912724,3,31
4294912725,128,31
4294912726,21,17
4294912727,72,41
4294912728,5,31
4294912729,16,111
4294912730,37,1
4294912731,22,49
4294912732,79,21
4294912733,28,11
4294912734,11,43
4294912735,12,23
4294912736,75,77
4294912737,32,13
4294912738,27,69
4294912739,58,97
4294912740,89,29
4294912741,58,11
4294912742,3,35
4294912743,92,7
4294912744,31,57
4294912745,24,17
4294912746,5,71
4294912747,18,95
4294912748,33,41
4294912749,26,49
4294912750,1,41
4294912751,48,11
4294912752,25,137
4294912753,60,71
4294912754,3,17
4294912755,8,193
4294912756,37,69
4294912757,84,17
4294912758,13,19
4294912759,6,33
4294912760,37,53
4294912761,22,25
4294912762,87,17
4294912763,64,1
4294912764,1,109
4294912765,6,41
4294912766,3,17
4294912767,14,17
4294912768,73,71
4294912769,58,73
4294912770,61,13
4294912771,22,9
4294912772,7,25
4294912773,4,7
4294912774,21,59
4294912775,66,1
4294912776,127,5
4294912777,18,113
4294912778,25,31
4294912779,28,31
4294912780,49,11
4294912781,18,49
4294912782,7,5
4294912783,24,69
4294912784,31,43
4294912785,8,37
4294912786,37,21
4294912787,72,13
4294912788,29,11
4294912789,66,9
4294912790,39,17
4294912791,2,11
4294912792,13,21
4294912793,72,5
4294912794,55,11
4294912795,6,99
4294912796,3,11
4294912797,20,13
4294912798,7,15
4294912799,30,23
4294912800,59,193
4294912801,28,17
4294912802,15,157
4294912803,58,29
4294912804,103,9
4294912805,42,7
4294912806,97,19
4294912807,60,15
4294912808,37,17
4294912809,32,13
4294912810,1,113
4294912811,22,19
4294912812,25,23
4294912813,34,41
4294912814,21,77
4294912815,98,31
4294912816,81,105
4294912817,30,41
4294912818,5,121
4294912819,136,21
4294912820,13,103
4294912821,50,7
4294912822,15,33
4294912823,12,1
4294912824,101,107
4294912825,82,129
4294912826,57,11
4294912827,40,73
4294912828,25,21
4294912829,22,41
4294912830,29,17
4294912831,36,15
4294912832,39,1
