n,left_offset,right_offset
4294868843,4,19
4294868844,43,13
4294868845,72,17
4294868846,151,41
4294868847,104,67
4294868848,15,45
4294868849,12,41
4294868850,59,43
4294868851,58,159
4294868852,39,113
4294868853,64,61
4294868854,25,63
4294868855,52,47
4294868856,5,17
4294868857,30,47
4294868858,37,131
4294868859,80,29
4294868860,19,3
4294868861,70,17
4294868862,83,5
4294868863,42,29
4294868864,3,31
4294868865,2,79
4294868866,15,21
4294868867,28,7
4294868868,77,11
4294868869,28,39
4294868870,7,7
4294868871,10,5
4294868872,45,15
4294868873,82,137
4294868874,83,31
4294868875,34,129
4294868876,1,37
4294868877,2,7
4294868878,45,101
4294868879,46,23
4294868880,67,37
4294868881,6,11
4294868882,123,83
4294868883,32,55
4294868884,63,63
4294868885,84,47
4294868886,13,95
4294868887,28,165
4294868888,25,31
4294868889,92,151
4294868890,99,41
4294868891,36,17
4294868892,5,5
4294868893,144,9
4294868894,33,73
4294868895,8,17
4294868896,67,41
4294868897,174,97
4294868898,145,7
4294868899,28,87
4294868900,3,11
4294868901,16,55
4294868902,39,21
4294868903,60,59
4294868904,71,13
4294868905,34,57
4294868906,21,65
4294868907,2,25
4294868908,7,71
4294868909,88,19
4294868910,67,7
4294868911,58,51
4294868912,7,25
4294868913,2,109
4294868914,31,27
4294868915,18,11
4294868916,55,7
4294868917,184,21
4294868918,25,17
4294868919,40,29
4294868920,19,33
4294868921,22,25
4294868922,109,7
4294868923,34,41
4294868924,147,31
4294868925,28,31
4294868926,1,45
4294868927,30,1
4294868928,17,37
4294868929,16,17
4294868930,49,31
4294868931,70,17
4294868932,79,147
4294868933,28,29
4294868934,11,29
4294868935,54,9
4294868936,31,11
4294868937,4,91
4294868938,7,29
4294868939,42,13
4294868940,11,71
4294868941,40,107
4294868942,45,1
4294868943,110,125
4294868944,21,107
4294868945,24,41
4294868946,7,7
4294868947,64,107
4294868948,189,239
4294868949,22,11
4294868950,61,11
4294868951,46,107
4294868952,7,1
4294868953,72,45
4294868954,13,7
4294868955,16,19
4294868956,3,41
4294868957,64,31
4294868958,13,11
4294868959,58,83
4294868960,9,119
4294868961,2,1
4294868962,103,41
4294868963,4,31
4294868964,7,41
4294868965,46,89
4294868966,25,29
4294868967,10,83
4294868968,15,41
4294868969,40,17
4294868970,19,1
4294868971,60,11
4294868972,37,67
4294868973,8,41
4294868974,15,39
4294868975,6,107
4294868976,11,17
4294868977,60,17
4294868978,207,1
4294868979,2,13
4294868980,9,11
4294868981,16,17
4294868982,5,25
4294868983,54,29
4294868984,25,73
4294868985,82,67
4294868986,93,255
4294868987,64,41
4294868988,43,49
4294868989,82,9
4294868990,37,19
4294868991,22,67
4294868992,79,113
4294868993,148,11
4294868994,41,29
4294868995,4,9
4294868996,97,35
4294868997,130,205
4294868998,87,41
4294868999,16,53
4294869000,11,7
4294869001,10,5
4294869002,193,5
4294869003,2,7
4294869004,3,47
4294869005,58,59
4294869006,35,59
4294869007,12,23
4294869008,7,5
4294869009,80,19
4294869010,49,111
4294869011,22,41
4294869012,25,73
4294869013,40,11
4294869014,63,13
4294869015,98,13
4294869016,3,87
4294869017,58,83
4294869018,157,79
4294869019,18,3
4294869020,3,77
4294869021,16,49
4294869022,3,53
4294869023,42,37
4294869024,1,73
4294869025,88,3
4294869026,87,19
4294869027,2,7
4294869028,7,17
4294869029,18,31
4294869030,7,103
4294869031,142,9
4294869032,15,31
4294869033,100,29
4294869034,37,9
4294869035,12,41
4294869036,41,59
4294869037,72,47
4294869038,55,37
4294869039,46,41
4294869040,61,39
4294869041,18,91
4294869042,13,25
4294869043,132,39
4294869044,45,23
4294869045,58,83
4294869046,3,5
4294869047,130,5
4294869048,7,37
4294869049,60,107
4294869050,3,113
4294869051,8,19
4294869052,49,345
4294869053,12,11
4294869054,71,17
4294869055,16,77
4294869056,13,115
4294869057,80,31
4294869058,45,41
4294869059,6,281
4294869060,23,41
4294869061,40,39
4294869062,25,67
4294869063,14,17
4294869064,31,17
4294869065,4,83
4294869066,155,49
4294869067,192,11
4294869068,37,55
4294869069,80,23
4294869070,19,9
4294869071,22,7
4294869072,17,131
4294869073,4,29
4294869074,3,11
4294869075,86,107
4294869076,1,11
4294869077,42,133
4294869078,17,5
4294869079,88,33
4294869080,9,13
4294869081,28,37
4294869082,25,3
4294869083,4,29
4294869084,23,41
4294869085,114,59
4294869086,13,19
4294869087,14,31
4294869088,7,17
4294869089,102,79
4294869090,47,109
4294869091,58,35
4294869092,105,1
4294869093,64,55
4294869094,25,3
4294869095,16,73
4294869096,17,41
4294869097,54,81
4294869098,49,79
4294869099,16,1
4294869100,1,27
4294869101,16,55
4294869102,29,1
4294869103,64,15
4294869104,1,157
4294869105,14,23
4294869106,7,17
4294869107,28,47
4294869108,37,1
4294869109,58,29
4294869110,79,31
4294869111,28,175
4294869112,99,45
4294869113,10,1
4294869114,23,37
4294869115,42,51
4294869116,31,65
4294869117,62,43
4294869118,117,27
4294869119,12,61
4294869120,7,11
4294869121,18,5
4294869122,37,1
4294869123,94,25
4294869124,55,11
4294869125,36,7
4294869126,43,37
4294869127,144,5
4294869128,7,107
4294869129,2,23
4294869130,9,33
4294869131,162,1
4294869132,19,155
4294869133,58,9
4294869134,3,19
4294869135,4,41
4294869136,1,9
4294869137,70,11
4294869138,89,59
4294869139,16,21
4294869140,27,221
4294869141,38,1
4294869142,7,5
4294869143,60,17
4294869144,23,41
4294869145,16,99
4294869146,45,221
4294869147,8,47
4294869148,123,17
4294869149,42,7
4294869150,23,17
4294869151,52,15
4294869152,3,65
4294869153,14,121
4294869154,25,177
4294869155,34,29
4294869156,121,91
4294869157,22,3
4294869158,19,41
4294869159,2,67
4294869160,57,3
4294869161,42,145
4294869162,97,5
4294869163,102,41
4294869164,27,7
4294869165,4,1
4294869166,1,29
4294869167,78,85
4294869168,35,7
4294869169,36,129
4294869170,9,73
4294869171,128,65
4294869172,9,41
4294869173,22,25
4294869174,71,41
4294869175,16,3
4294869176,7,61
4294869177,104,101
4294869178,25,11
4294869179,36,23
4294869180,17,107
4294869181,10,27
4294869182,79,13
4294869183,2,19
4294869184,81,77
4294869185,72,13
4294869186,1,1
4294869187,58,23
4294869188,15,97
4294869189,116,59
4294869190,49,17
4294869191,118,19
4294869192,125,7
4294869193,22,27
4294869194,31,41
4294869195,8,1
4294869196,57,51
4294869197,132,161
4294869198,25,115
4294869199,58,119
4294869200,57,43
4294869201,10,67
4294869202,3,17
4294869203,42,41
4294869204,1,157
4294869205,76,47
4294869206,7,7
4294869207,74,17
4294869208,33,27
4294869209,78,11
4294869210,187,49
4294869211,58,29
4294869212,25,41
4294869213,14,25
4294869214,61,3
4294869215,12,29
4294869216,5,67
4294869217,18,5
4294869218,45,77
4294869219,80,41
4294869220,133,3
4294869221,178,19
4294869222,65,157
4294869223,4,41
4294869224,43,139
4294869225,86,13
4294869226,3,35
4294869227,34,37
4294869228,23,11
4294869229,46,59
4294869230,3,23
4294869231,16,41
4294869232,9,11
4294869233,18,109
4294869234,173,107
4294869235,4,29
4294869236,43,145
4294869237,38,133
4294869238,7,27
4294869239,18,83
4294869240,31,61
4294869241,88,9
4294869242,7,53
4294869243,4,5
4294869244,61,41
4294869245,16,11
4294869246,23,89
4294869247,24,45
4294869248,9,59
4294869249,38,37
4294869250,9,29
4294869251,16,35
4294869252,7,25
4294869253,70,87
4294869254,111,23
4294869255,112,73
4294869256,31,11
4294869257,52,13
4294869258,17,7
4294869259,36,3
4294869260,67,71
4294869261,2,37
4294869262,19,63
4294869263,4,41
4294869264,1,11
4294869265,36,23
4294869266,1,17
4294869267,92,5
4294869268,109,191
4294869269,90,83
4294869270,53,19
4294869271,106,47
4294869272,3,13
4294869273,2,35
4294869274,45,41
4294869275,24,23
4294869276,7,71
4294869277,112,83
4294869278,13,19
4294869279,8,7
4294869280,49,33
4294869281,6,125
4294869282,53,13
4294869283,34,39
4294869284,61,29
4294869285,4,1
4294869286,235,9
4294869287,60,137
4294869288,7,47
4294869289,162,11
4294869290,21,29
4294869291,56,67
4294869292,93,5
4294869293,58,59
4294869294,7,121
4294869295,36,47
4294869296,25,35
4294869297,64,1
4294869298,37,51
4294869299,10,67
4294869300,31,49
4294869301,28,9
4294869302,45,5
4294869303,20,17
4294869304,63,333
4294869305,4,29
4294869306,5,11
4294869307,10,3
4294869308,19,61
4294869309,32,17
4294869310,1,93
4294869311,16,49
4294869312,149,25
4294869313,12,69
4294869314,33,23
4294869315,2,37
4294869316,7,69
4294869317,30,47
4294869318,23,49
4294869319,22,47
4294869320,33,43
4294869321,16,49
4294869322,37,63
4294869323,22,59
4294869324,65,91
4294869325,28,39
4294869326,51,47
4294869327,2,13
4294869328,63,41
4294869329,18,53
4294869330,29,127
4294869331,22,51
4294869332,69,17
4294869333,14,71
4294869334,55,69
4294869335,54,7
4294869336,5,95
4294869337,10,15
4294869338,49,67
4294869339,56,17
4294869340,21,11
4294869341,52,11
4294869342,109,65
4294869343,4,21
4294869344,27,31
4294869345,8,47
4294869346,55,39
4294869347,42,65
4294869348,59,25
4294869349,18,51
4294869350,9,13
4294869351,56,25
4294869352,57,53
4294869353,54,17
4294869354,61,11
4294869355,118,29
4294869356,121,25
4294869357,4,25
4294869358,7,15
4294869359,28,31
4294869360,23,161
4294869361,88,9
4294869362,19,11
4294869363,4,29
4294869364,21,33
4294869365,4,1
4294869366,85,31
4294869367,18,17
4294869368,45,121
4294869369,52,17
4294869370,73,21
4294869371,12,149
4294869372,17,7
4294869373,18,11
4294869374,7,41
4294869375,16,79
4294869376,13,27
4294869377,4,1
4294869378,47,47
4294869379,100,47
4294869380,133,7
4294869381,8,97
4294869382,33,3
4294869383,48,55
4294869384,5,71
4294869385,4,17
4294869386,13,67
4294869387,10,11
4294869388,33,15
4294869389,168,1
4294869390,43,29
4294869391,18,29
4294869392,43,23
4294869393,34,11
4294869394,15,3
4294869395,54,1
4294869396,43,5
4294869397,24,185
4294869398,37,85
4294869399,8,19
4294869400,49,87
4294869401,6,5
4294869402,37,37
4294869403,4,15
4294869404,25,41
4294869405,28,43
4294869406,81,119
4294869407,34,77
4294869408,13,59
4294869409,58,27
4294869410,9,19
4294869411,58,31
4294869412,45,93
4294869413,28,5
4294869414,25,31
4294869415,84,33
4294869416,1,7
4294869417,92,145
4294869418,159,41
4294869419,16,119
4294869420,13,17
4294869421,18,35
4294869422,7,7
4294869423,44,121
4294869424,7,69
4294869425,142,19
4294869426,31,35
4294869427,4,33
4294869428,7,97
4294869429,20,53
4294869430,27,23
4294869431,12,37
4294869432,19,17
4294869433,78,81
4294869434,1,23
4294869435,2,17
4294869436,7,69
4294869437,70,1
4294869438,59,95
4294869439,6,9
4294869440,31,7
4294869441,16,97
4294869442,45,3
4294869443,58,25
4294869444,37,1
4294869445,16,3
4294869446,27,17
4294869447,4,25
4294869448,27,81
4294869449,6,101
4294869450,29,83
4294869451,118,107
4294869452,25,61
4294869453,20,37
4294869454,3,17
4294869455,6,41
4294869456,23,59
4294869457,4,5
4294869458,19,91
4294869459,46,13
4294869460,13,33
4294869461,52,95
4294869462,85,5
4294869463,10,35
4294869464,15,11
4294869465,34,59
4294869466,21,29
4294869467,108,5
4294869468,7,1
4294869469,12,47
4294869470,3,17
4294869471,38,7
4294869472,117,35
4294869473,144,47
4294869474,55,53
4294869475,54,27
4294869476,7,77
4294869477,10,211
4294869478,45,35
4294869479,40,1
4294869480,17,17
4294869481,72,11
4294869482,19,13
4294869483,98,25
4294869484,13,59
4294869485,64,19
4294869486,1,25
4294869487,30,17
4294869488,127,121
4294869489,8,17
4294869490,67,3
4294869491,10,25
4294869492,17,73
4294869493,64,15
4294869494,87,61
4294869495,38,11
4294869496,21,107
4294869497,28,23
4294869498,29,19
4294869499,16,9
4294869500,147,67
4294869501,16,5
4294869502,69,71
4294869503,30,77
4294869504,61,19
4294869505,22,11
4294869506,55,17
4294869507,82,13
4294869508,43,129
4294869509,16,23
4294869510,7,43
4294869511,6,27
4294869512,27,13
4294869513,8,25
4294869514,75,21
4294869515,36,1
4294869516,71,1
4294869517,52,15
4294869518,13,35
4294869519,16,109
4294869520,43,81
4294869521,48,1
4294869522,23,23
4294869523,22,17
4294869524,63,41
4294869525,86,7
4294869526,93,45
4294869527,4,5
4294869528,5,1
4294869529,46,143
4294869530,33,43
4294869531,26,29
4294869532,9,17
4294869533,102,7
4294869534,1,91
4294869535,4,3
4294869536,33,29
4294869537,10,53
4294869538,43,17
4294869539,16,23
4294869540,59,19
4294869541,16,17
4294869542,19,71
4294869543,58,19
4294869544,31,3
4294869545,82,37
4294869546,41,41
4294869547,70,21
4294869548,3,11
4294869549,50,121
4294869550,7,69
4294869551,156,17
4294869552,29,53
4294869553,40,5
4294869554,73,7
4294869555,8,13
4294869556,25,137
4294869557,30,13
4294869558,5,11
4294869559,22,9
4294869560,7,19
4294869561,20,29
4294869562,3,77
4294869563,54,125
4294869564,11,73
4294869565,16,129
4294869566,37,29
4294869567,28,23
4294869568,3,17
4294869569,48,47
4294869570,1,17
4294869571,42,125
4294869572,43,53
4294869573,4,59
4294869574,13,23
4294869575,16,31
4294869576,1,65
4294869577,28,41
4294869578,9,5
4294869579,50,67
4294869580,63,17
4294869581,6,35
4294869582,53,7
4294869583,70,47
4294869584,55,31
4294869585,4,173
4294869586,25,15
4294869587,28,1
4294869588,53,11
4294869589,28,29
4294869590,97,23
4294869591,58,41
4294869592,9,47
4294869593,184,59
4294869594,67,17
4294869595,72,11
4294869596,27,55
4294869597,8,5
4294869598,33,9
4294869599,82,19
4294869600,41,83
4294869601,18,9
4294869602,93,107
4294869603,52,55
4294869604,31,23
4294869605,22,7
4294869606,71,71
4294869607,130,65
4294869608,19,17
4294869609,118,7
4294869610,31,27
4294869611,66,67
4294869612,19,7
4294869613,82,59
4294869614,13,31
4294869615,44,67
4294869616,21,137
4294869617,42,5
4294869618,7,47
4294869619,18,57
4294869620,39,11
4294869621,122,19
4294869622,25,65
4294869623,18,25
4294869624,7,73
4294869625,4,21
4294869626,51,31
4294869627,40,83
4294869628,55,129
4294869629,36,1
4294869630,13,37
4294869631,6,69
4294869632,163,47
4294869633,58,65
4294869634,63,71
4294869635,174,11
4294869636,17,67
4294869637,4,5
4294869638,87,29
4294869639,158,7
4294869640,97,21
4294869641,36,37
4294869642,19,1
4294869643,4,35
4294869644,217,53
4294869645,118,127
4294869646,7,65
4294869647,142,7
4294869648,133,37
4294869649,12,51
4294869650,9,11
4294869651,212,25
4294869652,49,35
4294869653,72,41
4294869654,23,73
4294869655,28,83
4294869656,13,157
4294869657,22,155
4294869658,19,87
4294869659,42,47
4294869660,13,23
4294869661,60,21
4294869662,9,31
4294869663,110,19
4294869664,15,41
4294869665,12,11
4294869666,41,35
4294869667,24,23
4294869668,49,107
4294869669,2,47
4294869670,27,11
4294869671,30,49
4294869672,49,61
4294869673,58,45
4294869674,1,47
4294869675,26,43
4294869676,33,11
4294869677,34,97
4294869678,5,7
4294869679,6,23
4294869680,1,77
4294869681,62,49
4294869682,9,41
4294869683,12,125
4294869684,11,31
4294869685,24,39
4294869686,1,37
4294869687,4,61
4294869688,13,47
4294869689,28,53
4294869690,7,1
4294869691,46,81
4294869692,19,25
4294869693,74,11
4294869694,15,21
4294869695,28,67
4294869696,35,1
4294869697,172,3
4294869698,55,37
4294869699,136,43
4294869700,111,3
4294869701,36,71
4294869702,65,103
4294869703,144,59
4294869704,7,59
4294869705,32,17
4294869706,15,65
4294869707,78,95
4294869708,43,35
4294869709,28,69
4294869710,13,71
4294869711,2,29
4294869712,13,101
4294869713,4,31
4294869714,127,59
4294869715,18,33
4294869716,1,19
4294869717,2,37
4294869718,15,47
4294869719,6,43
4294869720,1,49
4294869721,48,5
4294869722,85,73
4294869723,22,61
4294869724,1,51
4294869725,142,41
4294869726,11,25
4294869727,58,15
4294869728,7,11
4294869729,46,7
4294869730,3,3
4294869731,190,11
4294869732,5,67
4294869733,4,81
4294869734,117,1
4294869735,28,7
4294869736,235,35
4294869737,10,5
4294869738,23,55
4294869739,238,17
4294869740,19,41
4294869741,28,11
4294869742,43,11
4294869743,64,5
4294869744,17,139
4294869745,42,81
4294869746,37,47
4294869747,58,11
4294869748,37,21
4294869749,22,61
4294869750,73,1
4294869751,48,9
4294869752,33,13
4294869753,140,41
4294869754,25,39
4294869755,64,17
4294869756,7,35
4294869757,24,3
4294869758,9,31
4294869759,16,29
4294869760,171,107
4294869761,16,1
4294869762,47,25
4294869763,12,17
4294869764,3,43
4294869765,4,7
4294869766,13,41
4294869767,4,43
4294869768,19,1
4294869769,12,9
4294869770,57,19
4294869771,58,11
4294869772,127,3
4294869773,58,17
4294869774,1,17
4294869775,6,51
4294869776,3,37
4294869777,74,7
4294869778,15,21
4294869779,6,37
4294869780,37,31
4294869781,12,27
4294869782,45,13
4294869783,14,29
4294869784,7,53
4294869785,4,29
4294869786,11,19
4294869787,40,35
4294869788,15,109
4294869789,62,19
4294869790,1,17
4294869791,48,7
4294869792,7,17
4294869793,34,45
4294869794,25,7
4294869795,22,17
4294869796,15,9
4294869797,10,1
4294869798,37,59
4294869799,36,27
4294869800,157,47
4294869801,26,79
4294869802,15,75
4294869803,190,37
4294869804,5,41
4294869805,12,17
4294869806,1,5
4294869807,20,13
4294869808,67,27
4294869809,18,37
4294869810,127,47
4294869811,70,41
4294869812,79,35
4294869813,64,31
4294869814,1,21
4294869815,72,11
4294869816,161,19
4294869817,18,5
4294869818,7,11
4294869819,70,47
4294869820,31,69
4294869821,36,67
4294869822,5,11
4294869823,180,17
4294869824,31,31
4294869825,8,11
4294869826,51,5
4294869827,28,127
4294869828,13,151
4294869829,78,3
4294869830,3,59
4294869831,16,125
4294869832,25,17
4294869833,12,41
4294869834,37,41
4294869835,64,3
4294869836,15,1
4294869837,14,71
4294869838,43,165
4294869839,12,31
4294869840,41,31
4294869841,156,5
4294869842,97,125
4294869843,32,31
4294869844,45,23
4294869845,12,139
4294869846,157,7
4294869847,30,17
4294869848,27,17
4294869849,62,11
4294869850,111,23
4294869851,72,29
4294869852,17,5
4294869853,4,59
4294869854,15,61
4294869855,2,59
4294869856,93,39
4294869857,12,41
4294869858,23,37
4294869859,40,23
4294869860,37,31
4294869861,40,5
4294869862,7,3
4294869863,42,35
4294869864,107,109
4294869865,72,3
4294869866,1,1
4294869867,82,1
4294869868,49,35
4294869869,120,53
4294869870,37,17
4294869871,6,9
4294869872,25,23
4294869873,58,37
4294869874,3,23
4294869875,48,41
4294869876,7,7
4294869877,18,23
4294869878,43,25
4294869879,26,17
4294869880,19,11
4294869881,10,49
4294869882,7,115
4294869883,4,11
4294869884,163,19
4294869885,124,1
4294869886,31,27
4294869887,78,107
4294869888,19,41
4294869889,12,59
4294869890,1,41
4294869891,2,7
4294869892,49,41
4294869893,58,29
4294869894,85,19
4294869895,12,11
4294869896,37,47
4294869897,2,61
4294869898,27,75
4294869899,22,1
4294869900,43,127
4294869901,12,11
4294869902,43,7
4294869903,58,5
4294869904,15,41
4294869905,16,23
4294869906,25,29
4294869907,54,15
4294869908,99,41
4294869909,52,1
4294869910,7,11
4294869911,6,41
4294869912,23,11
4294869913,18,15
4294869914,7,1
4294869915,32,61
4294869916,45,15
4294869917,12,31
4294869918,17,91
4294869919,6,27
4294869920,27,13
4294869921,52,127
4294869922,9,33
4294869923,150,11
4294869924,1,7
4294869925,18,21
4294869926,1,55
4294869927,62,11
4294869928,7,17
4294869929,6,17
4294869930,31,101
4294869931,36,41
4294869932,49,25
4294869933,14,35
4294869934,97,41
4294869935,4,67
4294869936,11,19
4294869937,22,95
4294869938,19,77
4294869939,16,97
4294869940,27,93
4294869941,78,49
4294869942,17,25
4294869943,40,17
4294869944,15,77
4294869945,26,19
4294869946,37,75
4294869947,24,31
4294869948,47,67
4294869949,40,9
4294869950,9,149
4294869951,2,25
4294869952,15,5
4294869953,10,41
4294869954,71,23
4294869955,4,21
4294869956,21,1
4294869957,40,23
4294869958,103,29
4294869959,48,47
4294869960,37,13
4294869961,22,69
4294869962,15,1
4294869963,170,37
4294869964,193,3
4294869965,4,67
4294869966,5,289
4294869967,18,81
4294869968,9,5
4294869969,56,1
4294869970,31,29
4294869971,12,127
